lane1 det1;lane1 det2;lane2 det1;lane2 det2;lane2 det3;lane2 det4
92.7261111111111;93.88666666666668;92.97277777777778;91.2477777777778;90.48444444444445;100.97555555555554
92.72888888888887;93.8888888888889;93.01388888888889;91.2577777777778;90.55555555555557;101.06
92.72888888888889;93.8888888888889;93.01388888888889;91.2577777777778;90.43833333333333;101.06833333333333
92.72888888888889;93.8888888888889;93.01388888888889;91.2577777777778;90.43833333333333;101.06833333333333
92.72888888888889;93.8888888888889;93.07;91.2577777777778;90.43722222222223;101.31777777777779
92.72888888888889;93.8888888888889;93.09333333333332;91.2577777777778;90.53444444444446;101.29555555555558
92.7238888888889;93.89055555555555;93.09333333333332;91.2577777777778;90.53500000000001;101.2888888888889
92.7238888888889;93.89055555555555;93.11277777777778;91.2577777777778;90.53500000000001;101.32666666666665
92.74055555555555;93.89055555555555;93.13166666666666;91.2577777777778;90.53500000000001;101.32666666666665
92.74055555555555;93.89055555555555;93.13166666666666;91.2577777777778;90.53500000000001;101.32666666666665
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.34277777777778
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.39666666666668
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.39
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.39
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.37944444444446
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.53944444444444;101.38777777777777
92.7438888888889;93.97111111111113;93.13166666666666;91.2577777777778;90.5177777777778;101.38777777777777
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.51944444444445;101.38777777777777
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.51944444444445;101.39500000000001
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.51944444444445;101.39500000000001
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.39833333333333
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.39833333333333
92.7438888888889;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.39833333333333
92.77055555555557;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.39833333333333
92.94222222222224;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.3888888888889
89.75000000000001;93.97222222222221;93.16555555555556;91.26277777777779;90.52277777777778;101.3888888888889
89.12611111111113;94.04444444444445;93.16555555555556;91.26277777777779;90.52277777777778;101.39000000000001
89.12611111111113;94.04444444444445;93.16555555555556;91.26277777777779;90.52277777777778;101.39000000000001
80.88777777777777;90.50111111111111;92.8577777777778;91.28999999999999;90.48111111111112;101.40000000000002
70.94722222222222;83.40333333333335;93.03722222222221;91.30444444444446;90.50611111111111;101.51055555555556
70.8288888888889;77.19722222222222;92.78444444444443;91.37666666666671;90.55333333333333;101.42277777777777
81.67777777777778;65.055;92.78444444444443;91.37666666666671;90.55388888888888;101.43555555555554
90.88944444444444;55.12722222222222;92.78444444444443;91.37666666666671;90.60999999999999;101.43555555555554
90.88944444444444;55.12722222222222;92.78444444444443;91.37666666666671;90.60999999999999;101.43555555555554
92.42277777777777;61.51388888888889;92.78444444444443;91.37666666666671;90.60999999999999;101.47166666666665
