X 1.1;Y 1.1;X 1.2;Y 1.2;X 2.1;Y 2.1;X 2.2;Y 2.2;X 2.3;Y 2.3;X 2.4;Y 2.4;Number of detectors on lane:1;Number of detectors on lane:2
583;769;644;786;638;704;699;713;760;722;821;730;2;4
