Ekin,Eterm,Epot,Eint,E,T,P,r1,r2,r12_abs,U12,F12,F1,Step
2615.5844643,1355.2194643,-0.08034046,1355.13912384,2615.50412384,327.19393261,56.45423417,,,0.68532208,-0.08034046,-0.92757606,,192
2615.58069439,1355.21569439,-0.07645363,1355.13924076,2615.50424076,327.19302244,56.45453357,,,0.68946986,-0.07645363,-0.89021669,,193
2615.57707596,1355.21207596,-0.0727271,1355.13934887,2615.50434887,327.19214883,56.45482145,,,0.69361765,-0.0727271,-0.85453775,,194
2615.57360221,1355.20860221,-0.06915334,1355.13944887,2615.50444887,327.19131015,56.45509829,,,0.69776542,-0.06915334,-0.82045692,,195
2615.57026667,1355.20526667,-0.06572525,1355.13954143,2615.50454143,327.19050485,56.45536455,,,0.70191319,-0.06572525,-0.78789618,,196
2615.56706319,1355.20206319,-0.06243607,1355.13962712,2615.50462712,327.18973142,56.45562068,,,0.70606095,-0.06243607,-0.75678153,,197
2615.56398592,1355.19898592,-0.05927941,1355.13970651,2615.50470651,327.18898847,56.45586708,,,0.71020871,-0.05927941,-0.7270428,,198
2615.56102928,1355.19602928,-0.05624921,1355.13978008,2615.50478008,327.18827464,56.45610416,,,0.71435647,-0.05624921,-0.69861344,,199
2615.55818798,1355.19318798,-0.0533397,1355.13984828,2615.50484828,327.18758866,56.4563323,,,0.71850422,-0.0533397,-0.67143033,,200
2615.55545697,1355.19045697,-0.05054542,1355.13991155,2615.50491155,327.1869293,56.45655188,,,0.72265197,-0.05054542,-0.64543363,,201
2615.55283145,1355.18783145,-0.04786119,1355.13997026,2615.50497026,327.18629542,56.45676324,,,0.72679971,-0.04786119,-0.62056654,,202
2615.55030685,1355.18530685,-0.04528208,1355.14002476,2615.50502476,327.1856859,56.45696672,,,0.73094745,-0.04528208,-0.59677519,,203
2615.5478788,1355.1828788,-0.04280342,1355.14007538,2615.50507538,327.18509969,56.45716264,,,0.73509518,-0.04280342,-0.57400846,,204
2615.54554315,1355.18054315,-0.04042075,1355.14012241,2615.50512241,327.18453579,56.45735132,,,0.73924291,-0.04042075,-0.55221784,,205
2615.54329597,1355.17829597,-0.03812985,1355.14016612,2615.50516612,327.18399324,56.45753304,,,0.74339064,-0.03812985,-0.5313573,,206
2615.54113347,1355.17613347,-0.0359267,1355.14020677,2615.50520677,327.18347114,56.45770809,,,0.74753836,-0.0359267,-0.51138314,,207
2615.53905206,1355.17405206,-0.03380749,1355.14024458,2615.50524458,327.18296863,56.45787674,,,0.75168609,-0.03380749,-0.49225388,,208
2615.53704833,1355.17204833,-0.03176857,1355.14027976,2615.50527976,327.18248486,56.45803926,,,0.7558338,-0.03176857,-0.47393012,,209
2615.53511901,1355.17011901,-0.02980649,1355.14031252,2615.50531252,327.18201906,56.45819587,,,0.75998152,-0.02980649,-0.45637446,,210
2615.53326099,1355.16826099,-0.02791796,1355.14034303,2615.50534303,327.18157047,56.45834683,,,0.76412923,-0.02791796,-0.43955137,,211
2615.5314713,1355.1664713,-0.02609985,1355.14037146,2615.50537146,327.18113838,56.45849236,,,0.76827694,-0.02609985,-0.4234271,,212
2615.52974711,1355.16474711,-0.02434916,1355.14039795,2615.50539795,327.18072211,56.45863268,,,0.77242465,-0.02434916,-0.40796959,,213
2615.52808571,1355.16308571,-0.02266306,1355.14042265,2615.50542265,327.18032099,56.45876798,,,0.77657235,-0.02266306,-0.39314837,,214
2615.52648452,1355.16148452,-0.02103883,1355.14044569,2615.50544569,327.17993441,56.45889849,,,0.78072005,-0.02103883,-0.37893448,,215
2615.52494109,1355.15994109,-0.0194739,1355.14046719,2615.50546719,327.17956178,56.45902437,,,0.78486775,-0.0194739,-0.3653004,,216
2615.52345306,1355.15845306,-0.01796581,1355.14048725,2615.50548725,327.17920252,56.45914582,,,0.78901545,-0.01796581,-0.35221994,,217
2615.52201819,1355.15701819,-0.0165122,1355.14050599,2615.50550599,327.1788561,56.459263,,,0.79316314,-0.0165122,-0.33966822,,218
2615.52063434,1355.15563434,-0.01511084,1355.14052349,2615.50552349,327.17852199,56.45937609,,,0.79731083,-0.01511084,-0.32762158,,219
2615.51929945,1355.15429945,-0.0137596,1355.14053985,2615.50553985,327.1781997,56.45948525,,,0.80145852,-0.0137596,-0.31605749,,220
2615.51801156,1355.15301156,-0.01245643,1355.14055513,2615.50555513,327.17788877,56.45959062,,,0.80560621,-0.01245643,-0.30495453,,221
2615.51676882,1355.15176882,-0.01119939,1355.14056943,2615.50556943,327.17758873,56.45969236,,,0.8097539,-0.01119939,-0.29429231,,222
2615.51556943,1355.15056943,-0.00998663,1355.1405828,2615.5055828,327.17729916,56.4597906,,,0.81390158,-0.00998663,-0.28405143,,223
2615.51441167,1355.14941167,-0.00881637,1355.14059531,2615.50559531,327.17701964,56.45988548,,,0.81804926,-0.00881637,-0.27421342,,224
2615.51329393,1355.14829393,-0.00768691,1355.14060701,2615.50560701,327.17674978,56.45997713,,,0.82219694,-0.00768691,-0.26476068,,225
2615.51221462,1355.14721462,-0.00659665,1355.14061798,2615.50561798,327.1764892,56.46006567,,,0.82634462,-0.00659665,-0.25567647,,226
2615.51117227,1355.14617227,-0.00554402,1355.14062824,2615.50562824,327.17623754,56.46015122,,,0.8304923,-0.00554402,-0.24694483,,227
2615.51016543,1355.14516543,-0.00452757,1355.14063786,2615.50563786,327.17599446,56.4602339,,,0.83463998,-0.00452757,-0.23855056,,228
2615.50919274,1355.14419274,-0.00354586,1355.14064688,2615.50564688,327.17575962,56.4603138,,,0.83878765,-0.00354586,-0.23047919,,229
2615.50825288,1355.14325288,-0.00259755,1355.14065533,2615.50565533,327.17553271,56.46039104,,,0.84293532,-0.00259755,-0.22271689,,230
2615.50734461,1355.14234461,-0.00168135,1355.14066326,2615.50566326,327.17531342,56.46046571,,,0.847083,-0.00168135,-0.21525053,,231
2615.50646672,1355.14146672,-0.00079602,1355.1406707,2615.5056707,327.17510147,56.46053792,,,0.85123067,-0.00079602,-0.20806755,,232
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.85537834,0.0,0.0,,233
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.859526,0.0,0.0,,234
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.86367367,0.0,0.0,,235
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.86782134,0.0,0.0,,236
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.87196901,0.0,0.0,,237
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.87611668,0.0,0.0,,238
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.88026435,0.0,0.0,,239
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.88441202,0.0,0.0,,240
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.88855969,0.0,0.0,,241
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.89270735,0.0,0.0,,242
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.89685502,0.0,0.0,,243
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.90100269,0.0,0.0,,244
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.90515036,0.0,0.0,,245
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.90929803,0.0,0.0,,246
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.9134457,0.0,0.0,,247
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.91759337,0.0,0.0,,248
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.92174104,0.0,0.0,,249
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.92588871,0.0,0.0,,250
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.93003637,0.0,0.0,,251
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.93418404,0.0,0.0,,252
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.93833171,0.0,0.0,,253
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.94247938,0.0,0.0,,254
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.94662705,0.0,0.0,,255
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.95077472,0.0,0.0,,256
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.95492239,0.0,0.0,,257
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.95907006,0.0,0.0,,258
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.96321772,0.0,0.0,,259
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.96736539,0.0,0.0,,260
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.97151306,0.0,0.0,,261
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.97566073,0.0,0.0,,262
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.9798084,0.0,0.0,,263
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.98395607,0.0,0.0,,264
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.98810374,0.0,0.0,,265
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.99225141,0.0,0.0,,266
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.99639908,0.0,0.0,,267
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.99945326,0.0,0.0,,268
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.99530559,0.0,0.0,,269
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.99115792,0.0,0.0,,270
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.98701025,0.0,0.0,,271
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.98286258,0.0,0.0,,272
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.97871491,0.0,0.0,,273
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.97456724,0.0,0.0,,274
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.97041957,0.0,0.0,,275
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.96627191,0.0,0.0,,276
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.96212424,0.0,0.0,,277
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.95797657,0.0,0.0,,278
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.9538289,0.0,0.0,,279
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.94968123,0.0,0.0,,280
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.94553356,0.0,0.0,,281
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.94138589,0.0,0.0,,282
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.93723822,0.0,0.0,,283
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.93309055,0.0,0.0,,284
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.92894289,0.0,0.0,,285
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.92479522,0.0,0.0,,286
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.92064755,0.0,0.0,,287
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.91649988,0.0,0.0,,288
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.91235221,0.0,0.0,,289
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.90820454,0.0,0.0,,290
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.90405687,0.0,0.0,,291
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.8999092,0.0,0.0,,292
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.89576154,0.0,0.0,,293
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.89161387,0.0,0.0,,294
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.8874662,0.0,0.0,,295
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.88331853,0.0,0.0,,296
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.87917086,0.0,0.0,,297
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.87502319,0.0,0.0,,298
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.87087552,0.0,0.0,,299
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.86672785,0.0,0.0,,300
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.86258018,0.0,0.0,,301
2615.50603522,1355.14103522,0.0,1355.14103522,2615.50603522,327.17499729,56.4642098,,,0.85843252,0.0,0.0,,302
2615.50645611,1355.14145611,-0.00016315,1355.14129296,2615.50629296,327.17509891,56.46061527,,,0.85428485,-0.00016315,-0.20295245,,303
2615.50731237,1355.14231237,-0.0010265,1355.14128587,2615.50628587,327.17530564,56.46054483,,,0.85013718,-0.0010265,-0.20993444,,304
2615.50819816,1355.14319816,-0.00191985,1355.14127831,2615.50627831,327.17551949,56.46047198,,,0.84598951,-0.00191985,-0.21719095,,305
2615.50911464,1355.14411464,-0.00284439,1355.14127025,2615.50627025,327.17574076,56.46039664,,,0.84184183,-0.00284439,-0.22473409,,306
2615.51006303,1355.14506303,-0.00380138,1355.14126165,2615.50626165,327.17596973,56.46031871,,,0.83769416,-0.00380138,-0.23257657,,307
2615.51104459,1355.14604459,-0.00479211,1355.14125248,2615.50625248,327.17620671,56.46023809,,,0.83354648,-0.00479211,-0.24073171,,308
2615.51206066,1355.14706066,-0.00581797,1355.14124269,2615.50624269,327.17645203,56.46015467,,,0.82939881,-0.00581797,-0.24921349,,309
2615.51311261,1355.14811261,-0.00688037,1355.14123224,2615.50623224,327.176706,56.46006834,,,0.82525113,-0.00688037,-0.25803658,,310
2615.5142019,1355.1492019,-0.00798082,1355.14122109,2615.50622109,327.17696899,56.45997899,,,0.82110345,-0.00798082,-0.26721637,,311
2615.51533004,1355.15033004,-0.00912087,1355.14120918,2615.50620918,327.17724136,56.4598865,,,0.81695576,-0.00912087,-0.27676902,,312
2615.51649861,1355.15149861,-0.01030217,1355.14119644,2615.50619644,327.17752349,56.45979075,,,0.81280808,-0.01030217,-0.28671151,,313
2615.51770927,1355.15270927,-0.01152643,1355.14118284,2615.50618284,327.17781578,56.45969159,,,0.80866039,-0.01152643,-0.29706164,,314
2615.51896373,1355.15396373,-0.01279544,1355.14116829,2615.50616829,327.17811865,56.45958891,,,0.80451271,-0.01279544,-0.30783814,,315
2615.52026383,1355.15526383,-0.0141111,1355.14115273,2615.50615273,327.17843254,56.45948256,,,0.80036502,-0.0141111,-0.31906065,,316
2615.52161143,1355.15661143,-0.01547535,1355.14113608,2615.50613608,327.17875789,56.45937238,,,0.79621733,-0.01547535,-0.33074985,,317
2615.52300854,1355.15800854,-0.01689027,1355.14111826,2615.50611826,327.1790952,56.45925822,,,0.79206963,-0.01689027,-0.34292742,,318
2615.52445721,1355.15945721,-0.01835802,1355.14109919,2615.50609919,327.17944496,56.45913993,,,0.78792194,-0.01835802,-0.35561619,,319
2615.52595962,1355.16095962,-0.01988087,1355.14107875,2615.50607875,327.17980769,56.45901733,,,0.78377424,-0.01988087,-0.36884014,,320
2615.52751805,1355.16251805,-0.02146119,1355.14105686,2615.50605686,327.18018394,56.45889025,,,0.77962654,-0.02146119,-0.3826245,,321
2615.52913486,1355.16413486,-0.02310147,1355.14103339,2615.50603339,327.18057429,56.4587585,,,0.77547883,-0.02310147,-0.39699578,,322
2615.53081256,1355.16581256,-0.02480433,1355.14100823,2615.50600823,327.18097934,56.45862189,,,0.77133113,-0.02480433,-0.41198188,,323
2615.53255376,1355.16755376,-0.02657252,1355.14098124,2615.50598124,327.18139973,56.45848022,,,0.76718342,-0.02657252,-0.42761216,,324
2615.53436119,1355.16936119,-0.0284089,1355.14095228,2615.50595228,327.1818361,56.45833328,,,0.76303571,-0.0284089,-0.44391749,,325
2615.53623771,1355.17123771,-0.03031651,1355.1409212,2615.5059212,327.18228915,56.45818085,,,0.758888,-0.03031651,-0.46093038,,326
2615.53818634,1355.17318634,-0.03229852,1355.14088782,2615.50588782,327.18275961,56.4580227,,,0.75474028,-0.03229852,-0.47868503,,327
2615.54021023,1355.17521023,-0.03435827,1355.14085196,2615.50585196,327.18324824,56.4578586,,,0.75059256,-0.03435827,-0.49721745,,328
2615.54231267,1355.17731267,-0.03649925,1355.14081342,2615.50581342,327.18375584,56.45768828,,,0.74644484,-0.03649925,-0.51656556,,329
2615.54449714,1355.17949714,-0.03872515,1355.14077199,2615.50577199,327.18428325,56.4575115,,,0.74229711,-0.03872515,-0.5367693,,330
2615.54676728,1355.18176728,-0.04103985,1355.14072743,2615.50572743,327.18483133,56.45732797,,,0.73814938,-0.04103985,-0.55787072,,331
2615.54912689,1355.18412689,-0.04344741,1355.14067948,2615.50567948,327.18540102,56.45713741,,,0.73400165,-0.04344741,-0.57991412,,332
2615.55157999,1355.18657999,-0.04595212,1355.14062787,2615.50562787,327.18599327,56.45693953,,,0.72985391,-0.04595212,-0.60294618,,333
2615.55413077,1355.18913077,-0.04855848,1355.14057229,2615.50557229,327.18660912,56.456734,,,0.72570617,-0.04855848,-0.62701608,,334
2615.55678365,1355.19178365,-0.05127123,1355.14051242,2615.50551242,327.18724961,56.45652051,,,0.72155843,-0.05127123,-0.65217565,,335
2615.55954326,1355.19454326,-0.05409538,1355.14044789,2615.50544789,327.18791587,56.45629871,,,0.71741068,-0.05409538,-0.67847952,,336
2615.56241447,1355.19741447,-0.05703617,1355.14037831,2615.50537831,327.18860907,56.45606825,,,0.71326293,-0.05703617,-0.70598525,,337
2615.56540239,1355.20040239,-0.06009914,1355.14030325,2615.50530325,327.18933045,56.45582875,,,0.70911517,-0.06009914,-0.73475357,,338
2615.56851239,1355.20351239,-0.06329013,1355.14022225,2615.50522225,327.1900813,56.45557982,,,0.70496741,-0.06329013,-0.76484847,,339
2615.5717501,1355.2067501,-0.0666153,1355.1401348,2615.5051348,327.19086299,56.45532107,,,0.70081964,-0.0666153,-0.79633742,,340
2615.57512147,1355.21012147,-0.07008113,1355.14004034,2615.50504034,327.19167695,56.45505206,,,0.69667187,-0.07008113,-0.82929159,,341
2615.57863273,1355.21363273,-0.07369446,1355.13993827,2615.50493827,327.19252468,56.45477235,,,0.69252409,-0.07369446,-0.86378601,,342
2615.58229042,1355.21729042,-0.07746251,1355.13982791,2615.50482791,327.19340777,56.45448148,,,0.68837631,-0.07746251,-0.89989984,,343
2615.58610144,1355.22110144,-0.0813929,1355.13970854,2615.50470854,327.19432787,56.45417897,,,0.68422852,-0.0813929,-0.93771653,,344
2615.59007304,1355.22507304,-0.08549367,1355.13957937,2615.50457937,327.19528674,56.45386431,,,0.68008073,-0.08549367,-0.97732412,,345
2615.59421283,1355.22921283,-0.08977331,1355.13943952,2615.50443952,327.19628623,56.45353697,,,0.67593293,-0.08977331,-1.01881545,,346
2615.59852884,1355.23352884,-0.09424081,1355.13928803,2615.50428803,327.19732825,56.45319642,,,0.67178512,-0.09424081,-1.06228846,,347
2615.6030295,1355.2380295,-0.09890563,1355.13912387,2615.50412387,327.19841485,56.45284207,,,0.6676373,-0.09890563,-1.10784643,,348
2615.60772368,1355.24272368,-0.10377782,1355.13894586,2615.50394586,327.19954818,56.45247333,,,0.66348948,-0.10377782,-1.15559826,,349
2615.61262073,1355.24762073,-0.10886796,1355.13875277,2615.50375277,327.20073049,56.45208959,,,0.65934166,-0.10886796,-1.20565884,,350
2615.61773046,1355.25273046,-0.11418727,1355.13854319,2615.50354319,327.20196414,56.45169019,,,0.65519382,-0.11418727,-1.25814926,,351
2615.62306323,1355.25806323,-0.11974763,1355.13831561,2615.50331561,327.20325165,56.45127447,,,0.65104598,-0.11974763,-1.31319721,,352
2615.62862993,1355.26362993,-0.12556159,1355.13806834,2615.50306834,327.20459563,56.45084173,,,0.64689812,-0.12556159,-1.3709373,,353
2615.63444201,1355.26944201,-0.13164246,1355.13779955,2615.50279955,327.20599885,56.45039124,,,0.64275026,-0.13164246,-1.43151137,,354
2615.64051155,1355.27551155,-0.13800435,1355.1375072,2615.5025072,327.20746424,56.44992226,,,0.63860239,-0.13800435,-1.49506888,,355
2615.64685124,1355.28185124,-0.14466219,1355.13718906,2615.50218906,327.20899485,56.449434,,,0.63445451,-0.14466219,-1.56176727,,356
2615.65347447,1355.28847447,-0.15163181,1355.13684266,2615.50184266,327.21059391,56.44892567,,,0.63030663,-0.15163181,-1.63177232,,357
2615.6603953,1355.2953953,-0.15893003,1355.13646528,2615.50146528,327.21226482,56.44839642,,,0.62615873,-0.15893003,-1.70525851,,358
2615.66762857,1355.30262857,-0.16657466,1355.13605391,2615.50105391,327.21401117,56.4478454,,,0.62201081,-0.16657466,-1.78240944,,359
2615.67518988,1355.31018988,-0.17458462,1355.13560525,2615.50060525,327.21583671,56.44727173,,,0.61786289,-0.17458462,-1.86341815,,360
2615.68309564,1355.31809564,-0.18298001,1355.13511563,2615.50011563,327.21774542,56.44667449,,,0.61371496,-0.18298001,-1.94848753,,361
2615.69136316,1355.32636316,-0.19178217,1355.13458099,2615.49958099,327.21974146,56.44605275,,,0.60956701,-0.19178217,-2.03783065,,362
2615.70001062,1355.33501062,-0.20101377,1355.13399685,2615.49899685,327.22182924,56.44540556,,,0.60541905,-0.20101377,-2.13167109,,363
2615.70905717,1355.34405717,-0.21069893,1355.13335824,2615.49835824,327.22401337,56.44473195,,,0.60127108,-0.21069893,-2.23024328,,364
2615.71852295,1355.35352295,-0.2208633,1355.13265965,2615.49765965,327.22629872,56.44403092,,,0.5971231,-0.2208633,-2.33379276,,365
2615.72842914,1355.36342914,-0.23153416,1355.13189499,2615.49689499,327.2286904,56.44330149,,,0.59297509,-0.23153416,-2.44257637,,366
2615.73879802,1355.37379802,-0.24274056,1355.13105747,2615.49605747,327.23119378,56.44254263,,,0.58882708,-0.24274056,-2.55686249,,367
2615.749653,1355.384653,-0.25451343,1355.13013957,2615.49513957,327.23381452,56.44175334,,,0.58467904,-0.25451343,-2.67693104,,368
2615.76101866,1355.39601866,-0.26688573,1355.12913294,2615.49413294,327.23655856,56.44093263,,,0.58053099,-0.26688573,-2.80307354,,369
2615.77292085,1355.40792085,-0.27989259,1355.12802826,2615.49302826,327.23943214,56.4400795,,,0.57638293,-0.27989259,-2.93559293,,370
2615.78538668,1355.42038668,-0.29357148,1355.1268152,2615.4918152,327.24244179,56.439193,,,0.57223484,-0.29357148,-3.07480329,,371
2615.79844457,1355.43344457,-0.30796234,1355.12548223,2615.49048223,327.24559439,56.43827219,,,0.56808673,-0.30796234,-3.22102939,,372
2615.81212433,1355.44712433,-0.32310784,1355.1240165,2615.4890165,327.24889713,56.43731621,,,0.56393861,-0.32310784,-3.37460601,,373
2615.82645719,1355.46145719,-0.33905352,1355.12240367,2615.48740367,327.25235755,56.43632425,,,0.55979046,-0.33905352,-3.53587693,,374
2615.84147579,1355.47647579,-0.35584803,1355.12062776,2615.48562776,327.25598352,56.43529561,,,0.55564229,-0.35584803,-3.70519367,,375
2615.85721426,1355.49221426,-0.37354336,1355.11867089,2615.48367089,327.2597833,56.43422968,,,0.55149409,-0.37354336,-3.88291379,,376
2615.87370822,1355.50870822,-0.39219513,1355.11651309,2615.48151309,327.26376548,56.433126,,,0.54734588,-0.39219513,-4.06939875,,377
2615.89099481,1355.52599481,-0.41186281,1355.114132,2615.479132,327.26793902,56.43198428,,,0.54319763,-0.41186281,-4.26501116,,378
2615.90911264,1355.54411264,-0.43261004,1355.1115026,2615.4765026,327.27231325,56.43080447,,,0.53904936,-0.43261004,-4.47011138,,379
2615.92810183,1355.56310183,-0.45450498,1355.10859684,2615.47359684,327.27689786,56.42958674,,,0.53490106,-0.45450498,-4.68505332,,380
2615.94800392,1355.58300392,-0.47762065,1355.10538327,2615.47038327,327.28170287,56.4283316,,,0.53075273,-0.47762065,-4.91017922,,381
2615.96886187,1355.60386187,-0.50203526,1355.1018266,2615.4668266,327.28673865,56.42703992,,,0.52660437,-0.50203526,-5.14581334,,382
2615.99071989,1355.62571989,-0.52783271,1355.09788719,2615.46288719,327.29201589,56.42571301,,,0.52245598,-0.52783271,-5.39225421,,383
2616.0136234,1355.6486234,-0.55510293,1355.09352047,2615.45852047,327.29754554,56.42435272,,,0.51830755,-0.55510293,-5.64976535,,384
2616.0376188,1355.6726188,-0.58394245,1355.08867635,2615.45367635,327.30333881,56.42296155,,,0.51415909,-0.58394245,-5.91856391,,385
2616.06275327,1355.69775327,-0.61445486,1355.08329841,2615.44829841,327.30940708,56.42154269,,,0.51001059,-0.61445486,-6.19880709,,386
2616.08907448,1355.72407448,-0.64675137,1355.07732311,2615.44232311,327.31576188,56.42010027,,,0.50586204,-0.64675137,-6.49057581,,387
2616.11663026,1355.75163026,-0.68095141,1355.07067884,2615.43567884,327.32241473,56.41863942,,,0.50171346,-0.68095141,-6.79385508,,388
2616.14546811,1355.78046811,-0.71718327,1355.06328484,2615.42828484,327.32937713,56.41716649,,,0.49756484,-0.71718327,-7.10851048,,389
2616.17563469,1355.81063469,-0.75558473,1355.05504996,2615.42004996,327.33666032,56.41568928,,,0.49341617,-0.75558473,-7.43426004,,390
2616.20717511,1355.84217511,-0.79630381,1355.04587129,2615.41087129,327.3442752,56.41421726,,,0.48926745,-0.79630381,-7.77064063,,391
2616.2401321,1355.8751321,-0.83949951,1355.03563259,2615.40063259,327.35223209,56.41276191,,,0.48511869,-0.83949951,-8.1169678,,392
2616.274545,1355.909545,-0.88534252,1355.02420248,2615.38920248,327.36054048,56.41133698,,,0.48096987,-0.88534252,-8.4722878,,393
