Ekin,Eterm,Epot,Eint,E,T,P,r1,r2,r12_abs,U12,F12,F1,Step
2616.31044853,1355.94544853,-0.93401604,1355.01143249,2615.37643249,327.36920875,56.40995897,,,0.476821,-0.93401604,-8.83532038,,394
2616.34787126,1355.98287126,-0.98571649,1354.99715477,2615.36215477,327.37824381,56.40864759,,,0.47267207,-0.98571649,-9.20439053,,395
2616.38683385,1356.02183385,-1.04065429,1354.98117957,2615.34617957,327.38765065,56.40742624,,,0.46852308,-1.04065429,-9.57734694,,396
2616.42734684,1356.06234684,-1.09905442,1354.96329242,2615.32829242,327.3974318,56.40632275,,,0.46437403,-1.09905442,-9.95146491,,397
2616.46940802,1356.10440802,-1.16115695,1354.94325107,2615.30825107,327.40758673,56.40537004,,,0.46022492,-1.16115695,-10.32333025,,398
2616.51299933,1356.14799933,-1.22721729,1354.92078204,2615.28578204,327.41811109,56.40460711,,,0.45607575,-1.22721729,-10.6887009,,399
2616.55808303,1356.19308303,-1.29750603,1354.89557701,2615.26057701,327.42899575,56.40407998,,,0.45192651,-1.29750603,-11.04234154,,400
2616.60459719,1356.23959719,-1.37230832,1354.86728887,2615.23228887,327.44022578,56.40384299,,,0.44777719,-1.37230832,-11.37782609,,401
2616.65245025,1356.28745025,-1.45192243,1354.83552782,2615.20052782,327.45177906,56.40396018,,,0.44362781,-1.45192243,-11.6873015,,402
2616.70151452,1356.33651452,-1.53665719,1354.79985734,2615.16485734,327.46362477,56.40450705,,,0.43947835,-1.53665719,-11.96120533,,403
2616.75161837,1356.38661837,-1.62682774,1354.75979064,2615.12479064,327.47572146,56.40557252,,,0.43532881,-1.62682774,-12.18792754,,404
2616.8025369,1356.4375369,-1.72274912,1354.71478777,2615.07978777,327.48801484,56.4072613,,,0.4311792,-1.72274912,-12.35340537,,405
2616.85398072,1356.48898072,-1.82472651,1354.6642542,2615.0292542,327.50043505,56.40969671,,,0.42702951,-1.82472651,-12.44063749,,406
2616.90558257,1356.54058257,-1.93304088,1354.60754169,2614.97254169,327.51289341,56.41302396,,,0.42287974,-1.93304088,-12.42910085,,407
2616.95688125,1356.59188125,-2.04792825,1354.54395299,2614.90895299,327.52527858,56.41741409,,,0.41872989,-2.04792825,-12.29405004,,408
2617.00730229,1356.64230229,-2.16954977,1354.47275252,2614.83775252,327.53745185,56.42306859,,,0.41457996,-2.16954977,-12.00567448,,409
2617.05613487,1356.69113487,-2.29794897,1354.3931859,2614.7581859,327.54924162,56.43022498,,,0.41042995,-2.29794897,-11.52808348,,410
2617.10250401,1356.73750401,-2.43299088,1354.30451313,2614.66951313,327.56043663,56.43916331,,,0.40627988,-2.43299088,-10.81808261,,411
2617.14533719,1356.78033719,-2.57427552,1354.20606167,2614.57106167,327.57077795,56.45021404,,,0.40212973,-2.57427552,-9.82369648,,412
2617.18332419,1356.81832419,-2.72101497,1354.09730922,2614.46230922,327.57994925,56.46376737,,,0.39797952,-2.72101497,-8.48238298,,413
2617.21486876,1356.84986876,-2.87185888,1353.97800988,2614.34300988,327.58756513,56.48028436,,,0.39382926,-2.87185888,-6.71887181,,414
2617.23803038,1356.87303038,-3.02464653,1353.84838385,2614.21338385,327.59315709,56.50031031,,,0.38967896,-3.02464653,-4.44254425,,415
2617.25045396,1356.88545396,-3.17605382,1353.70940014,2614.07440014,327.59615655,56.52449072,,,0.38552862,-3.17605382,-1.54425229,,416
2617.24928503,1356.88428503,-3.32109011,1353.56319492,2613.92819492,327.59587433,56.55359049,,,0.38137828,-3.32109011,2.10754878,,417
2617.23106707,1356.86606707,-3.45237896,1353.41368811,2613.77868811,327.59147593,56.58851696,,,0.37722795,-3.45237896,6.67150962,,418
2617.19161735,1356.82661735,-3.55912758,1353.26748977,2613.63248977,327.58195148,56.63034768,,,0.37307767,-3.55912758,12.33913065,,419
2617.12587634,1356.76087634,-3.62564562,1353.13523072,2613.50023072,327.56607947,56.68036387,,,0.36892746,-3.62564562,19.34177864,,420
2617.02772496,1356.66272496,-3.62920976,1353.03351519,2613.39851519,327.54238255,56.74009083,,,0.36477737,-3.62920976,27.9592726,,421
2616.88976248,1356.52476248,-3.53697449,1352.987788,2613.352788,327.50907393,56.81134683,,,0.36062746,-3.53697449,38.53040724,,422
2616.70303626,1356.33803626,-3.30148723,1353.03654904,2613.40154904,327.46399216,56.89630237,,,0.3564778,-3.30148723,51.46587293,,423
2616.45671233,1356.09171233,-2.85415319,1353.23755914,2613.60255914,327.40452158,56.99755203,,,0.35232846,-2.85415319,67.26414456,,424
2616.13767346,1355.77267346,-2.09567596,1353.67699751,2614.04199751,327.32749525,57.11820189,,,0.34817955,-2.09567596,86.53105393,,425
2615.7300281,1355.3650281,-0.88201919,1354.48300891,2614.84800891,327.22907644,57.26197589,,,0.34403119,-0.88201919,110.00393917,,426
2615.21450951,1354.84950951,0.99629215,1355.84580166,2616.21080166,327.10461353,57.43334552,,,0.33988353,0.99629215,138.5814889,,427
2614.5677399,1354.2027399,3.84481649,1358.04755639,2618.41255639,326.94846237,57.63768814,,,0.33573675,3.84481649,173.36067995,,428
2613.7613281,1353.3963281,8.11075352,1361.50708162,2621.87208162,326.7537684,57.88148054,,,0.33159107,8.11075352,215.68255969,,429
2612.76076215,1352.39576215,14.45095585,1366.846718,2627.211718,326.51219933,58.17253574,,,0.32744675,14.45095585,267.18906374,,430
2611.52404929,1351.15904929,23.8338851,1374.9929344,2635.3579344,326.21361674,58.52029303,,,0.32330413,23.8338851,329.89360662,,431
2610.00004489,1349.63504489,37.6930881,1387.32813299,2647.69313299,325.84567265,58.93617346,,,0.31916361,37.6930881,406.26885987,,432
2608.12639901,1347.76139901,58.15916984,1405.92056885,2666.28556885,325.39331376,59.43401548,,,0.31502567,58.15916984,499.35596236,,433
2605.82703416,1345.46203416,88.41180225,1433.87383641,2694.23883641,324.83817251,60.03060885,,,0.31089089,88.41180225,612.90041525,,434
2603.00905007,1342.64405007,133.21591082,1475.85996089,2736.22496089,324.15781976,60.74634838,,,0.30676001,133.21591082,751.52111577,,435
2599.5589321,1339.1939321,199.74131017,1538.93524227,2799.30024227,323.32484938,61.606033,,,0.30263389,199.74131017,920.92038393,,436
2595.33791962,1334.97291962,298.819673,1633.79259262,2894.15759262,322.30576007,62.63983983,,,0.29851362,298.819673,1128.14440464,,437
2590.17637182,1329.81137182,446.87754104,1776.68891286,3037.05391286,321.05959503,63.88450692,,,0.29440051,446.87754104,1381.9051587,,438
2583.86695538,1323.50195538,668.91547994,1992.41743532,3252.78243532,319.53629726,65.38476048,,,0.29029618,668.91547994,1692.97645611,,439
2576.15647846,1315.79147846,1003.10599621,2318.89747468,3579.26247468,317.67473806,67.19502271,,,0.28620259,1003.10599621,2074.67774064,,440
2566.73622134,1306.37122134,1507.89242908,2814.26365042,4074.62865042,315.40038246,69.38143045,,,0.28212216,1507.89242908,2543.45922895,,441
2555.2306871,1294.8656871,2272.93835673,3567.80404383,4828.16904383,312.62257334,72.02417952,,,0.27805788,2272.93835673,3119.59951589,,442
2541.18484869,1280.81984869,3435.96901633,4716.78886503,5977.15386503,309.2314524,75.22017765,,,0.27401341,3435.96901633,3828.02008707,,443
2524.05025275,1263.68525275,5208.54108844,6472.22634119,7732.59134119,305.09460521,79.08592945,,,0.26999323,5208.54108844,4699.2071378,,444
2503.17083232,1242.80583232,7915.14267125,9157.94850357,10418.31350357,300.05363593,83.76047459,,,0.26600288,7915.14267125,5770.20493347,,445
2477.77008605,1217.40508605,12051.7580486,13269.16313465,14529.52813465,293.92107196,89.40803223,,,0.26204915,12051.7580486,7085.59964243,,446
2446.94254152,1186.57754152,18371.91809313,19558.49563464,20818.86063464,286.47830288,96.21974273,,,0.2581404,18371.91809313,8698.33843251,,447
2409.65429618,1149.28929618,28009.5878113,29158.87710747,30419.24210747,277.47571108,104.41350579,,,0.25428686,28009.5878113,10670.11355631,,448
2364.76005979,1104.39505979,42647.29658114,43751.69164092,45012.05664092,266.63678636,114.230364,,,0.25050105,42647.29658114,13070.87281729,,449
2311.04751288,1050.68251288,64731.1567856,65781.83929848,67042.20429848,253.66883547,125.92516739,,,0.2467982,64731.1567856,15976.7898245,,450
2247.32359943,986.95859943,97715.55281006,98702.51140949,99962.87640949,238.283816,139.74844618,,,0.24319677,97715.55281006,19465.75313889,,451
2172.56050302,912.19550302,146280.00136515,147192.19686817,148452.56186817,220.23357973,155.9157349,,,0.23971889,146280.00136515,23609.17134991,,452
2086.11915497,825.75415497,216389.25058034,217215.00473531,218475.36973531,199.36383475,174.56051775,,,0.23639086,216389.25058034,28458.78414721,,453
1988.06105231,727.69605231,314964.72124531,315692.41729762,316952.78229762,175.68942845,195.66836918,,,0.23324348,314964.72124531,34027.48791875,,454
1879.5391423,619.1741423,448831.91781534,449451.09195765,450711.45695765,149.48871967,218.99398335,,,0.23031208,448831.91781534,40264.3362279,,455
1763.22010983,502.85510983,622599.13659743,623101.99170726,624362.35670726,121.40553265,243.97084544,,,0.22763625,622599.13659743,47026.29913386,,456
1643.63377953,383.26877953,835380.56267643,835763.83145596,837024.19645596,92.53351396,269.63540328,,,0.22525891,835380.56267643,54053.18499596,,457
1527.2850921,266.9200921,1076977.30135383,1077244.22144593,1078504.58644593,64.44316727,294.60083708,,,0.22322468,1076977.30135383,60956.52261606,,458
1422.33653061,161.97153061,1325206.39866472,1325368.37019532,1326628.73519532,39.10518072,317.12221441,,,0.22157735,1325206.39866472,67235.76767443,,459
1337.72566753,77.36066753,1546880.68099185,1546958.04165938,1548218.40665938,18.67737419,335.28354505,,,0.22035679,1546880.68099185,72332.1868218,,460
1281.75763097,21.39263097,1704319.43362254,1704340.82625351,1705601.19125351,5.16487495,347.29988504,,,0.21959536,1704319.43362254,75719.31108299,,461
1260.46942833,0.10442833,1766494.00665563,1766494.11108397,1767754.47608397,0.02521239,351.87121864,,,0.21931454,1766494.00665563,77010.89797189,,462
1276.27138139,15.90638139,1720221.26846472,1720237.17484611,1721497.53984611,3.84031636,348.47793577,,,0.21952254,1720221.26846472,76052.00046988,,463
1327.36831836,67.00331836,1575361.80734213,1575428.81066049,1576689.17566049,16.17677418,337.5070646,,,0.22021327,1575361.80734213,72958.05901508,,464
1408.19257131,147.82757131,1360908.79796576,1361056.62553708,1362316.99053708,35.69037022,320.15782069,,,0.22136709,1360908.79796576,68085.64239113,,465
1510.67426127,250.30926127,1114326.18148239,1114576.49074367,1115836.85574367,60.43277397,298.16517223,,,0.22295307,1114326.18148239,61947.16098975,,466
1625.87066464,365.50566464,870026.99819283,870392.50385747,871652.86885747,88.24492192,273.44698963,,,0.22493226,870026.99819283,55103.00914677,,467
1745.43313073,485.06813073,652021.63092588,652506.69905661,653767.06405661,117.11117901,247.78875576,,,0.2272612,652021.63092588,48066.82337465,,468
1862.57623551,602.21123551,472187.97726986,472790.18850538,474050.55350538,145.39332381,222.637647,,,0.22989524,472187.97726986,41245.67531947,,469
1972.47400297,712.10900297,332563.34975594,333275.45875891,334535.82375891,171.9262092,199.02051101,,,0.23279109,332563.34975594,34918.71871929,,470
2072.20004757,811.83504757,229127.0119691,229938.84701667,231199.21201667,196.00331079,177.55909033,,,0.23590857,229127.0119691,29245.08473889,,471
2160.40190388,900.03690388,155220.4408767,156120.47778058,157380.84278058,217.29809956,158.54096034,,,0.23921169,155220.4408767,24287.66043848,,472
2236.88145214,976.51645214,103847.13919284,104823.65564498,106084.02064498,235.76274298,142.00941535,,,0.24266897,103847.13919284,20041.37191106,,473
2302.19511681,1041.83011681,68865.18908934,69907.01920615,71167.38420615,251.53157995,127.84841135,,,0.24625346,68865.18908934,16458.91018567,,474
2357.32894618,1096.96394618,45400.67592454,46497.63987071,47758.00487071,264.84267452,115.85123532,,,0.24994241,45400.67592454,13470.82850523,,475
2403.4622906,1143.0972906,29828.11013328,30971.20742388,32231.57242388,275.98076011,105.77027691,,,0.25371688,29828.11013328,10999.57848965,,476
2441.81131558,1181.44631558,19566.58921568,20748.03553127,22008.40053127,285.23945852,97.34991919,,,0.25756116,19566.58921568,8968.36889845,,477
2473.53497595,1213.16997595,12834.26386815,14047.4338441,15307.7988441,292.89857902,90.3462893,,,0.26146237,12834.26386815,7306.14490336,,478
2499.68541532,1239.32041532,8427.10735931,9666.42777463,10926.79277463,299.21214323,84.53769204,,,0.26540995,8427.10735931,5949.92161573,,479
2521.18762243,1260.82262243,5543.6037643,6804.42638673,8064.79138673,304.40347341,79.72891721,,,0.2693953,5543.6037643,4845.45498553,,480
2538.83697199,1278.47197199,3655.56227536,4934.03424735,6194.39924735,308.66459881,75.75180329,,,0.2734114,3655.56227536,3946.95544119,,481
2553.30676527,1292.94176527,2417.17436825,3710.11613351,4970.48113351,312.15807621,72.46370494,,,0.27745256,2417.17436825,3216.31314513,,482
2565.1606344,1304.7956344,1602.89794481,2907.69357921,4168.05857921,315.01998468,69.74493672,,,0.28151413,1602.89794481,2622.12662683,,483
2574.86665565,1314.50165565,1065.88634927,2380.38800492,3640.75300492,317.363333,67.49585163,,,0.28559234,1065.88634927,2138.70427043,,484
2582.81135863,1322.44635863,710.5459199,2032.99227853,3293.35727853,319.28144197,65.63393363,,,0.28968414,710.5459199,1745.12869433,,485
2589.31268208,1328.94768208,474.58294741,1803.53062949,3063.89562949,320.85107231,64.09110323,,,0.293787,474.58294741,1424.42513251,,486
2594.63145772,1334.26645772,317.32447862,1651.59093633,2911.95593633,322.13519725,62.81132493,,,0.29789891,317.32447862,1162.84641302,,487
2598.9813132,1338.6163132,212.1440816,1550.76039481,2811.12539481,323.18539345,61.74854035,,,0.3020182,212.1440816,949.27162799,,488
2602.53705435,1342.17205435,141.55579643,1483.72785078,2744.09285078,324.04386468,60.86491564,,,0.30614352,141.55579643,774.70803232,,489
2605.4416687,1345.0766687,94.03573715,1439.11240585,2699.47740585,324.74513279,60.12937457,,,0.31027375,94.03573715,631.88278626,,490
2607.81212425,1347.44712425,61.96034829,1409.40747254,2669.77247254,325.31743764,59.51638162,,,0.31440799,61.96034829,514.91079328,,491
2609.74414012,1349.37914012,40.26621884,1389.64535896,2650.01035896,325.78388894,59.00493899,,,0.31854551,40.26621884,419.02581902,,492
2611.31609392,1350.95109392,25.57657295,1376.52766686,2636.89266686,326.16340957,58.5777633,,,0.32268568,25.57657295,340.36357431,,493
2612.59221267,1352.22721267,15.63012838,1367.85734105,2628.22234105,326.47150602,58.22061193,,,0.32682801,15.63012838,275.78709516,,494
2613.62517354,1353.26017354,8.90634508,1362.16651862,2622.53151862,326.72089628,57.9217327,,,0.33097209,8.90634508,222.74634099,,495
2614.45822139,1354.09322139,4.37860756,1358.47182896,2618.83682896,326.92202105,57.67141471,,,0.33511759,4.37860756,179.16535999,,496
2615.12689207,1354.76189207,1.35102524,1356.11291731,2616.47791731,327.08345984,57.46162196,,,0.33926422,1.35102524,143.35160255,,497
2615.66041486,1355.29541486,-0.64991665,1354.64549821,2615.01049821,327.21226954,57.28569433,,,0.34341177,-0.64991665,113.92299919,,498
2616.08285441,1355.71785441,-1.94758833,1353.77026608,2614.13526608,327.31426015,57.13810353,,,0.34756003,-1.94758833,89.74927488,,499
2616.41404093,1356.04904093,-2.76356979,1353.28547115,2613.65047115,327.39421932,57.01425363,,,0.35170887,-2.76356979,69.90466991,,500
2616.6703289,1356.3053289,-3.25015628,1353.05517262,2613.42017262,327.45609555,56.91031791,,,0.35585815,-3.25015628,53.62980224,,501
2616.8652162,1356.5002162,-3.51230049,1352.98791571,2613.35291571,327.50314766,56.82310532,,,0.36000777,-3.51230049,40.30086058,,502
2617.00985029,1356.64485029,-3.62248501,1353.02236527,2613.38736527,327.53806702,56.74995084,,,0.36415764,-3.62248501,29.40468169,,503
2617.11344222,1356.74844222,-3.6308438,1353.11759843,2613.48259843,327.56307747,56.68862556,,,0.36830771,-3.6308438,20.51855617,,504
2617.18360601,1356.81860601,-3.57207754,1353.24652847,2613.61152847,327.58001729,56.63726265,,,0.3724579,-3.57207754,13.29383876,,505
2617.22663695,1356.86163695,-3.47019676,1353.39144019,2613.75644019,327.59040635,56.5942964,,,0.37660818,-3.47019676,7.44262456,,506
2617.24774033,1356.88274033,-3.34178716,1353.54095317,2613.90595317,327.59550139,56.55841189,,,0.3807585,-3.34178716,2.72689925,,507
2617.25121953,1356.88621953,-3.19826556,1353.68795397,2614.05295397,327.59634138,56.52850344,,,0.38490885,-3.19826556,-1.0503107,,508
2617.24063104,1356.87563104,-3.04744397,1353.82818707,2614.19318707,327.59378498,56.50364018,,,0.38905918,-3.04744397,-4.05216864,,509
2617.21891226,1356.85391226,-2.89461731,1353.95929495,2614.32429495,327.58854136,56.48303751,,,0.39320949,-2.89461731,-6.41394512,,510
2617.18848704,1356.82348704,-2.74332216,1354.08016488,2614.44516488,327.58119573,56.4660334,,,0.39735976,-2.74332216,-8.24786851,,511
2617.15135305,1356.78635305,-2.59586751,1354.19048554,2614.55548554,327.57223038,56.45206867,,,0.40150998,-2.59586751,-9.64710734,,512
2617.10915397,1356.74415397,-2.45370682,1354.29044715,2614.65544715,327.56204215,56.44067059,,,0.40566013,-2.45370682,-10.68904511,,513
2617.06323944,1356.69823944,-2.31769941,1354.38054003,2614.74554003,327.55095689,56.43143914,,,0.40981022,-2.31769941,-11.43797723,,514
2617.01471476,1356.64971476,-2.18829434,1354.46142041,2614.82642041,327.53924146,56.42403558,,,0.41396023,-2.18829434,-11.94733529,,515
2616.96448212,1356.59948212,-2.06565991,1354.5338222,2614.8988222,327.52711367,56.41817284,,,0.41811017,-2.06565991,-12.26152435,,516
2616.91327498,1356.54827498,-1.94977485,1354.59850013,2614.96350013,327.51475061,56.41360751,,,0.42226003,-1.94977485,-12.41744244,,517
2616.86168658,1356.49668658,-1.84049247,1354.65619411,2615.02119411,327.5022955,56.41013308,,,0.42640982,-1.84049247,-12.44573898,,518
2616.81019374,1356.44519374,-1.73758579,1354.70760795,2615.07260795,327.48986346,56.40757429,,,0.43055952,-1.73758579,-12.37185845,,519
2616.75917666,1356.39417666,-1.64077903,1354.75339763,2615.11839763,327.47754628,56.40578234,,,0.43470914,-1.64077903,-12.21690676,,520
2616.70893544,1356.34393544,-1.54976959,1354.79416585,2615.15916585,327.46541642,56.40463086,,,0.43885869,-1.54976959,-11.9983715,,521
2616.65970384,1356.29470384,-1.4642432,1354.83046064,2615.19546064,327.45353031,56.40401255,,,0.44300816,-1.4642432,-11.73072121,,522
2616.61166082,1356.24666082,-1.38388423,1354.86277659,2615.22777659,327.44193117,56.40383629,,,0.44715756,-1.38388423,-11.42590469,,523
2616.5649401,1356.1999401,-1.30838262,1354.89155749,2615.25655749,327.43065127,56.40402472,,,0.45130688,-1.30838262,-11.09376719,,524
2616.5196382,1356.1546382,-1.23743831,1354.91719989,2615.28219989,327.41971392,56.4045122,,,0.45545614,-1.23743831,-10.74239781,,525
2616.4758211,1356.1108211,-1.17076409,1354.94005701,2615.30505701,327.40913505,56.40524303,,,0.45960532,-1.17076409,-10.37841973,,526
2616.43352984,1356.06852984,-1.10808712,1354.96044271,2615.32544271,327.39892457,56.40617002,,,0.46375444,-1.10808712,-10.00723265,,527
2616.39278517,1356.02778517,-1.04914973,1354.97863545,2615.34363545,327.38908749,56.40725323,,,0.4679035,-1.04914973,-9.63321575,,528
2616.35359145,1355.98859145,-0.99370954,1354.9948819,2615.3598819,327.37962485,56.40845886,,,0.47205249,-0.99370954,-9.25989744,,529
2616.31593986,1355.95093986,-0.94153936,1355.00940049,2615.37440049,327.37053454,56.40975839,,,0.47620143,-0.94153936,-8.89009754,,530
2616.27981111,1355.91481111,-0.89242664,1355.02238447,2615.38738447,327.36181189,56.41112778,,,0.48035031,-0.89242664,-8.52604635,,531
2616.24517768,1355.88017768,-0.84617289,1355.03400479,2615.39900479,327.35345025,56.41254682,,,0.48449914,-0.84617289,-8.16948452,,532
2616.21200567,1355.84700567,-0.802593,1355.04441267,2615.40941267,327.34544145,56.41399857,,,0.48864791,-0.802593,-7.82174661,,533
2616.18025636,1355.81525636,-0.76151445,1355.05374191,2615.41874191,327.33777614,56.41546887,,,0.49279663,-0.76151445,-7.48383122,,534
2616.14988744,1355.78488744,-0.72277655,1355.06211088,2615.42711088,327.3304441,56.41694595,,,0.49694531,-0.72277655,-7.15645979,,535
2616.1208541,1355.7558541,-0.6862297,1355.06962439,2615.43462439,327.32343451,56.41842005,,,0.50109394,-0.6862297,-6.84012577,,536
2616.09310987,1355.72810987,-0.65173462,1355.07637525,2615.44137525,327.31673615,56.41988315,,,0.50524253,-0.65173462,-6.53513589,,537
2616.06660733,1355.70160733,-0.61916164,1355.08244569,2615.44744569,327.31033758,56.42132868,,,0.50939108,-0.61916164,-6.2416447,,538
2616.04129868,1355.67629868,-0.58839007,1355.08790862,2615.45290862,327.30422725,56.42275133,,,0.51353958,-0.58839007,-5.95968342,,539
2616.0171362,1355.6521362,-0.55930749,1355.09282871,2615.45782871,327.29839364,56.42414687,,,0.51768805,-0.55930749,-5.68918414,,540
2615.9940726,1355.6290726,-0.53180921,1355.09726339,2615.46226339,327.29282534,56.42551194,,,0.52183649,-0.53180921,-5.42999993,,541
2615.97206136,1355.60706136,-0.5057977,1355.10126366,2615.46626366,327.28751111,56.42684396,,,0.52598488,-0.5057977,-5.18192165,,542
2615.95105691,1355.58605691,-0.48118206,1355.10487485,2615.46987485,327.28243996,56.428141,,,0.53013325,-0.48118206,-4.94469196,,543
2615.93101484,1355.56601484,-0.45787752,1355.10813732,2615.47313732,327.27760115,56.42940167,,,0.53428158,-0.45787752,-4.71801691,,544
2615.911892,1355.546892,-0.43580504,1355.11108696,2615.47608696,327.27298428,56.43062502,,,0.53842989,-0.43580504,-4.50157555,,545
2615.89364663,1355.52864663,-0.41489086,1355.11375577,2615.47875577,327.26857926,56.43181052,,,0.54257816,-0.41489086,-4.2950279,,546
2615.8762384,1355.5112384,-0.39506612,1355.11617228,2615.48117228,327.26437634,56.43295792,,,0.54672641,-0.39506612,-4.09802144,,547
2615.85962847,1355.49462847,-0.37626652,1355.11836194,2615.48336194,327.26036617,56.43406727,,,0.55087463,-0.37626652,-3.91019647,,548
2615.84377947,1355.47877947,-0.35843198,1355.12034749,2615.48534749,327.25653971,56.43513881,,,0.55502283,-0.35843198,-3.7311905,,549
2615.82865558,1355.46365558,-0.34150634,1355.12214924,2615.48714924,327.25288831,56.43617299,,,0.559171,-0.34150634,-3.5606417,,550
2615.81422243,1355.44922243,-0.32543707,1355.12378536,2615.48878536,327.24940368,56.43717038,,,0.56331916,-0.32543707,-3.39819178,,551
2615.80044716,1355.43544716,-0.31017505,1355.12527211,2615.49027211,327.24607788,56.43813168,,,0.56746729,-0.31017505,-3.24348819,,552
2615.78729833,1355.42229833,-0.29567427,1355.12662406,2615.49162406,327.24290333,56.43905769,,,0.57161539,-0.29567427,-3.09618591,,553
2615.77474593,1355.40974593,-0.28189166,1355.12785426,2615.49285426,327.23987277,56.43994926,,,0.57576348,-0.28189166,-2.95594875,,554
2615.76276132,1355.39776132,-0.26878688,1355.12897444,2615.49397444,327.2369793,56.44080731,,,0.57991155,-0.26878688,-2.82245041,,555
2615.75131721,1355.38631721,-0.25632211,1355.1299951,2615.4949951,327.23421632,56.44163281,,,0.58405961,-0.25632211,-2.69537515,,556
2615.74038756,1355.37538756,-0.24446187,1355.13092569,2615.49592569,327.23157755,56.44242672,,,0.58820764,-0.24446187,-2.57441836,,557
2615.72994761,1355.36494761,-0.23317289,1355.13177472,2615.49677472,327.229057,56.44319006,,,0.59235566,-0.23317289,-2.4592868,,558
2615.71997376,1355.35497376,-0.22242395,1355.13254982,2615.49754982,327.22664899,56.44392382,,,0.59650367,-0.22242395,-2.34969881,,559
2615.71044358,1355.34544358,-0.21218572,1355.13325787,2615.49825787,327.2243481,56.44462903,,,0.60065166,-0.21218572,-2.2453843,,560
2615.70133573,1355.33633573,-0.20243066,1355.13390507,2615.49890507,327.22214917,56.44530667,,,0.60479963,-0.20243066,-2.14608471,,561
2615.69262992,1355.32762992,-0.1931329,1355.13449702,2615.49949702,327.2200473,56.44595774,,,0.60894759,-0.1931329,-2.05155282,,562
2615.68430684,1355.31930684,-0.18426809,1355.13503875,2615.50003875,327.21803784,56.44658322,,,0.61309554,-0.18426809,-1.96155257,,563
2615.67634817,1355.31134817,-0.17581334,1355.13553483,2615.50053483,327.21611636,56.44718406,,,0.61724347,-0.17581334,-1.87585877,,564
2615.66873649,1355.30373649,-0.16774712,1355.13598937,2615.50098937,327.21427865,56.44776119,,,0.6213914,-0.16774712,-1.7942568,,565
2615.66145525,1355.29645525,-0.16004917,1355.13640608,2615.50140608,327.21252073,56.44831554,,,0.62553931,-0.16004917,-1.71654228,,566
2615.65448872,1355.28948872,-0.15270038,1355.13678834,2615.50178834,327.21083878,56.44884798,,,0.62968721,-0.15270038,-1.64252071,,567
2615.64782196,1355.28282196,-0.14568277,1355.13713919,2615.50213919,327.20922921,56.44935939,,,0.6338351,-0.14568277,-1.57200711,,568
2615.64144079,1355.27644079,-0.13897941,1355.13746139,2615.50246139,327.20768859,56.44985059,,,0.63798298,-0.13897941,-1.50482567,,569
2615.63533174,1355.27033174,-0.1325743,1355.13775744,2615.50275744,327.20621366,56.4503224,,,0.64213085,-0.1325743,-1.44080932,,570
2615.62948199,1355.26448199,-0.12645237,1355.13802962,2615.50302962,327.20480134,56.4507756,,,0.64627872,-0.12645237,-1.37979941,,571
2615.62387939,1355.25887939,-0.12059941,1355.13827998,2615.50327998,327.20344869,56.45121095,,,0.65042657,-0.12059941,-1.32164531,,572
2615.61851239,1355.25351239,-0.115002,1355.13851039,2615.50351039,327.20215293,56.45162917,,,0.65457441,-0.115002,-1.26620405,,573
2615.61337002,1355.24837002,-0.10964746,1355.13872255,2615.50372255,327.20091139,56.45203096,,,0.65872225,-0.10964746,-1.21333998,,574
2615.60844185,1355.24344185,-0.10452383,1355.13891802,2615.50391802,327.19972157,56.452417,,,0.66287008,-0.10452383,-1.1629244,,575
2615.60371798,1355.23871798,-0.09961979,1355.13909819,2615.50409819,327.19858108,56.45278794,,,0.6670179,-0.09961979,-1.11483524,,576
2615.599189,1355.234189,-0.09492465,1355.13926435,2615.50426435,327.19748763,56.45314439,,,0.67116572,-0.09492465,-1.06895672,,577
2615.59484596,1355.22984596,-0.0904283,1355.13941766,2615.50441766,327.19643908,56.45348697,,,0.67531352,-0.0904283,-1.02517906,,578
2615.59068037,1355.22568037,-0.08612118,1355.13955919,2615.50455919,327.19543337,56.45381624,,,0.67946133,-0.08612118,-0.98339814,,579
2615.58668415,1355.22168415,-0.08199425,1355.1396899,2615.5046899,327.19446856,56.45413276,,,0.68360912,-0.08199425,-0.94351527,,580
2615.58284962,1355.21784962,-0.07803894,1355.13981067,2615.50481067,327.19354278,56.45443706,,,0.68775691,-0.07803894,-0.90543684,,581
2615.57916947,1355.21416947,-0.07424714,1355.13992233,2615.50492233,327.19265427,56.45472963,,,0.69190469,-0.07424714,-0.86907413,,582
2615.57563678,1355.21063678,-0.07061118,1355.1400256,2615.5050256,327.19180136,56.45501098,,,0.69605247,-0.07061118,-0.83434301,,583
2615.57224492,1355.20724492,-0.06712377,1355.14012115,2615.50512115,327.19098246,56.45528156,,,0.70020024,-0.06712377,-0.80116369,,584
2615.56898763,1355.20398763,-0.06377801,1355.14020961,2615.50520961,327.19019604,56.45554182,,,0.70434801,-0.06377801,-0.76946055,,585
2615.56585892,1355.20085892,-0.06056738,1355.14029154,2615.50529154,327.18944067,56.45579218,,,0.70849578,-0.06056738,-0.73916185,,586
2615.56285312,1355.19785312,-0.05748567,1355.14036746,2615.50536746,327.18871497,56.45603306,,,0.71264353,-0.05748567,-0.71019958,,587
2615.55996482,1355.19496482,-0.05452699,1355.14043783,2615.50543783,327.18801764,56.45626485,,,0.71679129,-0.05452699,-0.68250923,,588
